"Name","Author","Created","Vendor","ExpectedLocations","VulnerableExecutables","VulnerableExecutables_Path","VulnerableExecutables_Type","VulnerableExecutables_ExpectedVersionInformation","VulnerableExecutables_ExpectedVersionInformation_OriginalFilename","VulnerableExecutables_ExpectedVersionInformation_FileDescription","VulnerableExecutables_SHA256","Resources","Acknowledgements","Acknowledgements_Name","Acknowledgements_Company","Acknowledgements_Twitter","ExpectedSignatureInformation","ExpectedSignatureInformation_Subject","ExpectedSignatureInformation_Issuer","ExpectedSignatureInformation_Type","VulnerableExecutables_AutoElevate","VulnerableExecutables_ExpectedVersionInformation_InternalName","ExpectedVersionInformation","ExpectedVersionInformation_OriginalFilename","ExpectedVersionInformation_InternalName","ExpectedVersionInformation_FileDescription","VulnerableExecutables_ExpectedSignatureInformation","VulnerableExecutables_ExpectedSignatureInformation_Subject","VulnerableExecutables_ExpectedSignatureInformation_Issuer","VulnerableExecutables_ExpectedSignatureInformation_Type","VulnerableExecutables_ExpectedVersionInformation_CompanyName","VulnerableExecutables_ExpectedVersionInformation_FileVersion","VulnerableExecutables_ExpectedVersionInformation_LegalCopyright","VulnerableExecutables_ExpectedVersionInformation_ProductName","VulnerableExecutables_ExpectedVersionInformation_ProductVersion","VulnerableExecutables_Variable","VulnerableExecutables_PrivilegeEscalation","VulnerableExecutables_Condition","ExpectedVersionInformation_CompanyName","ExpectedVersionInformation_LegalCopyright","ExpectedVersionInformation_ProductName","ExpectedVersionInformation_FileVersion","ExpectedVersionInformation_ProductVersion","CVE","is_legit"
"xmllite.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\certreq.exe''-|-''%SYSTEM32%\ddodiag.exe''-|-''%SYSTEM32%\deviceenroller.exe''-|-''%SYSTEM32%\dmcfghost.exe''-|-''%SYSTEM32%\dmclient.exe''-|-''%SYSTEM32%\dmomacpmo.exe''-|-''%SYSTEM32%\dxcap.exe''-|-''%SYSTEM32%\dxpserver.exe''-|-''%SYSTEM32%\mdmdiagnosticstool.exe''-|-''%SYSTEM32%\mousocoreworker.exe''-|-''%SYSTEM32%\musnotificationux.exe''-|-''%SYSTEM32%\musnotifyicon.exe''-|-''%SYSTEM32%\omadmclient.exe''-|-''%SYSTEM32%\psr.exe''-|-''%SYSTEM32%\resetengine.exe''-|-''%SYSTEM32%\sppsvc.exe''-|-''%SYSTEM32%\systemreset.exe''-|-''%SYSTEM32%\tracerpt.exe''-|-''%SYSTEM32%\upfc.exe''-|-''%SYSTEM32%\usocoreworker.exe''-|-''%SYSTEM32%\vsgraphicsdesktopengine.exe''-|-''%SYSTEM32%\vsgraphicsremoteengine.exe''-|-''%SYSTEM32%\wbengine.exe''-|-''%SYSTEM32%\compmgmtlauncher.exe''-|-''%SYSTEM32%\explorer.exe''-|-''%SYSTEM32%\filehistory.exe''-|-''%PROGRAMFILES%\Microsoft\Edge\Application\msedge.exe''-|-''%PROGRAMFILES%\Common Files\Microsoft Shared\ink\InputPersonalization.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Environment Variable''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://wietze.github.io/blog/save-the-environment-variables''-|-''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","[''Wietze''-|-''Chris Spehn''-|-''Michał Kucharski'']","","[''@wietze''-|-''@ConsciousHacker''-|-''@Kucharskov'']","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","[''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT'']","","","","","","","","","false"
"wwapi.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\netsh.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"wwancfg.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\netsh.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"wtsapi32.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\appvclient.exe''-|-''%SYSTEM32%\bdeuisrv.exe''-|-''%SYSTEM32%\customshellhost.exe''-|-''%SYSTEM32%\magnify.exe''-|-''%SYSTEM32%\mblctr.exe''-|-''%SYSTEM32%\mdmappinstaller.exe''-|-''%SYSTEM32%\raserver.exe''-|-''%SYSTEM32%\rdpclip.exe''-|-''%SYSTEM32%\rdpinput.exe''-|-''%SYSTEM32%\rdpinit.exe''-|-''%SYSTEM32%\rdpshell.exe''-|-''%SYSTEM32%\rdvghelper.exe''-|-''%SYSTEM32%\sdclt.exe''-|-''%SYSTEM32%\securityhealthservice.exe''-|-''%SYSTEM32%\sethc.exe''-|-''%SYSTEM32%\slui.exe''-|-''%SYSTEM32%\systemsettingsadminflows.exe''-|-''%SYSTEM32%\wusa.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","[''Wietze''-|-''Chris Spehn''-|-''Austin Worline'']","Huntress","[''@wietze''-|-''@ConsciousHacker''-|-''@0xffaraday'']","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","[''True''-|-''True''-|-''True'']","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"wsmsvc.dll","Chris Spehn","2021-08-17","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\winrs.exe''-|-''%SYSTEM32%\wsmanhttpconfig.exe''-|-''%SYSTEM32%\wsmprovhost.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","Chris Spehn","","@ConsciousHacker","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"wshelper.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\netsh.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"wshbth.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\ftp.exe''-|-''%SYSTEM32%\hostname.exe''-|-''%SYSTEM32%\stordiag.exe'']","[''Environment Variable''-|-''Environment Variable''-|-''Environment Variable'']","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","[''SYSTEMROOT''-|-''SYSTEMROOT''-|-''SYSTEMROOT'']","","","","","","","","","false"
"wsdapi.dll","Gary Lobermier","2023-05-22","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%PROGRAMFILES%\Windows Kits\10\bin\%VERSION%\x64\wsddebug_host.exe","Sideloading","","","","","https://globetech.biz/index.php/2023/05/19/evading-edr-by-dll-sideloading-in-csharp/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"wscapi.dll","Chris Spehn","2021-08-17","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\wscadminui.exe","Sideloading","","","","","[''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","Chris Spehn","","@ConsciousHacker","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","","","","","","","","","","","false"
"wptsextensions.dll","k4nfr3","2022-08-15","Microsoft","","","%SYSTEM32%\svchost.exe","Phantom","","","","","http://remoteawesomethoughts.blogspot.com/2019/05/windows-10-task-schedulerservice.html","","itm4n","","@itm4n","","","","","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","True","","","","","","","","false"
"wpdshext.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\certreq.exe''-|-''%SYSTEM32%\notepad.exe'']","[''Environment Variable''-|-''Environment Variable'']","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","[''SYSTEMROOT''-|-''SYSTEMROOT'']","","","","","","","","","false"
"wow64log.dll","ice-wzl","2025-01-01","Microsoft","","","cmder.exe","Phantom","","","","6F35596886C21C661972FCF117DC9BC392E49B164D86EC1F1DB7AAAAC82DFB24","[''https://waleedassar.blogspot.com/2013/01/wow64logdll.html''-|-''https://github.com/ice-wzl/Cmder_DLL_Side-Loading/blob/main/README.md'']","","ice-wzl","","@ice_wzl_cyber","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"wofutil.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\recoverydrive.exe''-|-''%SYSTEM32%\resetengine.exe''-|-''%SYSTEM32%\systemreset.exe'']","[''Sideloading''-|-''Sideloading''-|-''Sideloading'']","","","","","[''https://wietze.github.io/blog/hijacking-dlls-in-windows''-|-''https://securityintelligence.com/posts/windows-features-dll-sideloading/''-|-''https://github.com/xforcered/WFH'']","","[''Wietze''-|-''Chris Spehn'']","","[''@wietze''-|-''@ConsciousHacker'']","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
"wmsgapi.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\osk.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"wmpdui.dll","Wietze Beukema","2021-02-27","Microsoft","%SYSTEM32%","","%SYSTEM32%\wmpdmc.exe","Sideloading","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","","","","","","","","false"
"wmiutils.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%\wbem''-|-''%SYSWOW64%\wbem'']","","[''%SYSTEM32%\stordiag.exe''-|-''%SYSTEM32%\tasklist.exe'']","[''Environment Variable''-|-''Environment Variable'']","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","","","","","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","[''SYSTEMROOT''-|-''SYSTEMROOT'']","","","","","","","","","false"
"wmidcom.dll","Wietze Beukema","2022-05-21","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","%SYSTEM32%\stordiag.exe","Environment Variable","","","","","https://wietze.github.io/blog/save-the-environment-variables","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","","","","","","SYSTEMROOT","","","","","","","","","false"
"wmiclnt.dll","Wietze Beukema","2021-02-27","Microsoft","[''%SYSTEM32%''-|-''%SYSWOW64%'']","","[''%SYSTEM32%\dispdiag.exe''-|-''%SYSTEM32%\iscsicli.exe'']","[''Sideloading''-|-''Sideloading'']","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","","Wietze","","@wietze","","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US","Catalog","True","","","","","","","[''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US''-|-''CN=Microsoft Windows Production PCA 2011, O=Microsoft Corporation, L=Redmond, S=Washington, C=US'']","[''Catalog''-|-''Catalog'']","","","","","","","","","","","","","","","false"
