"Service Name","Port Number","Transport Protocol","Description","is_legit"
"cloanto-net-1","356","udp","Cloanto Net 1","false"
"bhevent","357","tcp","bhevent","false"
"bhevent","357","udp","bhevent","false"
"shrinkwrap","358","tcp","Shrinkwrap","false"
"shrinkwrap","358","udp","Shrinkwrap","false"
"","359","tcp","Reserved","false"
"","359","udp","Reserved","false"
"scoi2odialog","360","tcp","scoi2odialog","false"
"scoi2odialog","360","udp","scoi2odialog","false"
"semantix","361","tcp","Semantix","false"
"semantix","361","udp","Semantix","false"
"srssend","362","tcp","SRS Send","false"
"srssend","362","udp","SRS Send","false"
"rsvp-tunnel","363","tcp","""RSVP Tunnel","false"
"rsvp_tunnel","363","tcp","RSVP Tunnel","false"
"rsvp-tunnel","363","udp","""RSVP Tunnel","false"
"rsvp_tunnel","363","udp","RSVP Tunnel","false"
"aurora-cmgr","364","tcp","Aurora CMGR","false"
"aurora-cmgr","364","udp","Aurora CMGR","false"
"dtk","365","tcp","DTK","false"
"dtk","365","udp","DTK","false"
"odmr","366","tcp","ODMR","false"
"odmr","366","udp","ODMR","false"
"mortgageware","367","tcp","MortgageWare","false"
"mortgageware","367","udp","MortgageWare","false"
"qbikgdp","368","tcp","QbikGDP","false"
"qbikgdp","368","udp","QbikGDP","false"
"rpc2portmap","369","tcp","rpc2portmap","false"
"rpc2portmap","369","udp","rpc2portmap","false"
"codaauth2","370","tcp","codaauth2","false"
"codaauth2","370","udp","codaauth2","false"
"clearcase","371","tcp","Clearcase","false"
"clearcase","371","udp","Clearcase","false"
"ulistproc","372","tcp","ListProcessor","false"
"ulistproc","372","udp","ListProcessor","false"
"legent-1","373","tcp","Legent Corporation","false"
"legent-1","373","udp","Legent Corporation","false"
"legent-2","374","tcp","Legent Corporation","false"
"legent-2","374","udp","Legent Corporation","false"
"hassle","375","tcp","Hassle","false"
"hassle","375","udp","Hassle","false"
"nip","376","tcp","Amiga Envoy Network Inquiry Protocol","false"
"nip","376","udp","Amiga Envoy Network Inquiry Protocol","false"
"tnETOS","377","tcp","NEC Corporation","false"
"tnETOS","377","udp","NEC Corporation","false"
"dsETOS","378","tcp","NEC Corporation","false"
"dsETOS","378","udp","NEC Corporation","false"
"is99c","379","tcp","TIA/EIA/IS-99 modem client","false"
"is99c","379","udp","TIA/EIA/IS-99 modem client","false"
"is99s","380","tcp","TIA/EIA/IS-99 modem server","false"
"is99s","380","udp","TIA/EIA/IS-99 modem server","false"
"hp-collector","381","tcp","hp performance data collector","false"
"hp-collector","381","udp","hp performance data collector","false"
"hp-managed-node","382","tcp","hp performance data managed node","false"
"hp-managed-node","382","udp","hp performance data managed node","false"
"hp-alarm-mgr","383","tcp","hp performance data alarm manager","false"
"hp-alarm-mgr","383","udp","hp performance data alarm manager","false"
"arns","384","tcp","A Remote Network Server System","false"
"arns","384","udp","A Remote Network Server System","false"
"ibm-app","385","tcp","IBM Application","false"
"ibm-app","385","udp","IBM Application","false"
"asa","386","tcp","ASA Message Router Object Def.","false"
"asa","386","udp","ASA Message Router Object Def.","false"
"aurp","387","tcp","Appletalk Update-Based Routing Pro.","false"
"aurp","387","udp","Appletalk Update-Based Routing Pro.","false"
"unidata-ldm","388","tcp","Unidata LDM","false"
"unidata-ldm","388","udp","Unidata LDM","false"
"ldap","389","tcp","Lightweight Directory Access Protocol","false"
"ldap","389","udp","Lightweight Directory Access Protocol","false"
"uis","390","tcp","UIS","false"
"uis","390","udp","UIS","false"
"synotics-relay","391","tcp","SynOptics SNMP Relay Port","false"
"synotics-relay","391","udp","SynOptics SNMP Relay Port","false"
"synotics-broker","392","tcp","SynOptics Port Broker Port","false"
"synotics-broker","392","udp","SynOptics Port Broker Port","false"
"meta5","393","tcp","Meta5","false"
"meta5","393","udp","Meta5","false"
"embl-ndt","394","tcp","EMBL Nucleic Data Transfer","false"
"embl-ndt","394","udp","EMBL Nucleic Data Transfer","false"
"netcp","395","tcp","NetScout Control Protocol","false"
"netcp","395","udp","NetScout Control Protocol","false"
"netware-ip","396","tcp","Novell Netware over IP","false"
"netware-ip","396","udp","Novell Netware over IP","false"
"mptn","397","tcp","Multi Protocol Trans. Net.","false"
"mptn","397","udp","Multi Protocol Trans. Net.","false"
"kryptolan","398","tcp","Kryptolan","false"
"kryptolan","398","udp","Kryptolan","false"
"iso-tsap-c2","399","tcp","ISO Transport Class 2 Non-Control over TCP","false"
"iso-tsap-c2","399","udp","ISO Transport Class 2 Non-Control over UDP","false"
"osb-sd","400","tcp","Oracle Secure Backup","false"
"osb-sd","400","udp","Oracle Secure Backup","false"
"ups","401","tcp","Uninterruptible Power Supply","false"
"ups","401","udp","Uninterruptible Power Supply","false"
"genie","402","tcp","Genie Protocol","false"
"genie","402","udp","Genie Protocol","false"
"decap","403","tcp","decap","false"
"decap","403","udp","decap","false"
"nced","404","tcp","nced","false"
"nced","404","udp","nced","false"
"ncld","405","tcp","ncld","false"
"ncld","405","udp","ncld","false"
"imsp","406","tcp","Interactive Mail Support Protocol","false"
"imsp","406","udp","Interactive Mail Support Protocol","false"
"timbuktu","407","tcp","Timbuktu","false"
"timbuktu","407","udp","Timbuktu","false"
"prm-sm","408","tcp","Prospero Resource Manager Sys. Man.","false"
"prm-sm","408","udp","Prospero Resource Manager Sys. Man.","false"
"prm-nm","409","tcp","Prospero Resource Manager Node Man.","false"
"prm-nm","409","udp","Prospero Resource Manager Node Man.","false"
"decladebug","410","tcp","DECLadebug Remote Debug Protocol","false"
"decladebug","410","udp","DECLadebug Remote Debug Protocol","false"
"rmt","411","tcp","Remote MT Protocol","false"
"rmt","411","udp","Remote MT Protocol","false"
"synoptics-trap","412","tcp","Trap Convention Port","false"
"synoptics-trap","412","udp","Trap Convention Port","false"
"smsp","413","tcp","Storage Management Services Protocol","false"
"smsp","413","udp","Storage Management Services Protocol","false"
"infoseek","414","tcp","InfoSeek","false"
"infoseek","414","udp","InfoSeek","false"
"bnet","415","tcp","BNet","false"
"bnet","415","udp","BNet","false"
"silverplatter","416","tcp","Silverplatter","false"
"silverplatter","416","udp","Silverplatter","false"
"onmux","417","tcp","Onmux","false"
"onmux","417","udp","Onmux","false"
"hyper-g","418","tcp","Hyper-G","false"
"hyper-g","418","udp","Hyper-G","false"
"ariel1","419","tcp","Ariel 1","false"
"ariel1","419","udp","Ariel 1","false"
"smpte","420","tcp","SMPTE","false"
"smpte","420","udp","SMPTE","false"
"ariel2","421","tcp","Ariel 2","false"
"ariel2","421","udp","Ariel 2","false"
"ariel3","422","tcp","Ariel 3","false"
"ariel3","422","udp","Ariel 3","false"
"opc-job-start","423","tcp","IBM Operations Planning and Control Start","false"
"opc-job-start","423","udp","IBM Operations Planning and Control Start","false"
"opc-job-track","424","tcp","IBM Operations Planning and Control Track","false"
"opc-job-track","424","udp","IBM Operations Planning and Control Track","false"
"icad-el","425","tcp","ICAD","false"
"icad-el","425","udp","ICAD","false"
"smartsdp","426","tcp","smartsdp","false"
"smartsdp","426","udp","smartsdp","false"
"svrloc","427","tcp","Server Location","false"
"svrloc","427","udp","Server Location","false"
"ocs-cmu","428","tcp","""OCS_CMU","false"
"ocs_cmu","428","tcp","OCS_CMU","false"
"ocs-cmu","428","udp","""OCS_CMU","false"
"ocs_cmu","428","udp","OCS_CMU","false"
"ocs-amu","429","tcp","""OCS_AMU","false"
"ocs_amu","429","tcp","OCS_AMU","false"
"ocs-amu","429","udp","""OCS_AMU","false"
"ocs_amu","429","udp","OCS_AMU","false"
"utmpsd","430","tcp","UTMPSD","false"
"utmpsd","430","udp","UTMPSD","false"
"utmpcd","431","tcp","UTMPCD","false"
"utmpcd","431","udp","UTMPCD","false"
"iasd","432","tcp","IASD","false"
"iasd","432","udp","IASD","false"
"nnsp","433","tcp","NNTP for transit servers (NNSP)","false"
"nnsp","433","udp","NNTP for transit servers (NNSP)","false"
"mobileip-agent","434","tcp","MobileIP-Agent","false"
"mobileip-agent","434","udp","MobileIP-Agent","false"
"mobilip-mn","435","tcp","MobilIP-MN","false"
"mobilip-mn","435","udp","MobilIP-MN","false"
"dna-cml","436","tcp","DNA-CML","false"
"dna-cml","436","udp","DNA-CML","false"
"comscm","437","tcp","comscm","false"
"comscm","437","udp","comscm","false"
"dsfgw","438","tcp","dsfgw","false"
"dsfgw","438","udp","dsfgw","false"
"dasp","439","tcp","dasp","false"
"dasp","439","udp","dasp","false"
"sgcp","440","tcp","sgcp","false"
"sgcp","440","udp","sgcp","false"
"decvms-sysmgt","441","tcp","decvms-sysmgt","false"
"decvms-sysmgt","441","udp","decvms-sysmgt","false"
"cvc-hostd","442","tcp","""cvc_hostd","false"
"cvc_hostd","442","tcp","cvc_hostd","false"
"cvc-hostd","442","udp","""cvc_hostd","false"
"cvc_hostd","442","udp","cvc_hostd","false"
"https","443","tcp","http protocol over TLS/SSL","false"
"https","443","udp","http protocol over TLS/SSL","false"
"https","443","sctp","HTTPS","false"
"snpp","444","tcp","Simple Network Paging Protocol","false"
"snpp","444","udp","Simple Network Paging Protocol","false"
"microsoft-ds","445","tcp","Microsoft-DS","false"
"microsoft-ds","445","udp","Microsoft-DS","false"
"ddm-rdb","446","tcp","DDM-Remote Relational Database Access","false"
"ddm-rdb","446","udp","DDM-Remote Relational Database Access","false"
"ddm-dfm","447","tcp","DDM-Distributed File Management","false"
"ddm-dfm","447","udp","DDM-Distributed File Management","false"
"ddm-ssl","448","tcp","DDM-Remote DB Access Using Secure Sockets","false"
"ddm-ssl","448","udp","DDM-Remote DB Access Using Secure Sockets","false"
"as-servermap","449","tcp","AS Server Mapper","false"
"as-servermap","449","udp","AS Server Mapper","false"
"tserver","450","tcp","Computer Supported Telecomunication Applications","false"
"tserver","450","udp","Computer Supported Telecomunication Applications","false"
"sfs-smp-net","451","tcp","Cray Network Semaphore server","false"
"sfs-smp-net","451","udp","Cray Network Semaphore server","false"
"sfs-config","452","tcp","Cray SFS config server","false"
"sfs-config","452","udp","Cray SFS config server","false"
"creativeserver","453","tcp","CreativeServer","false"
"creativeserver","453","udp","CreativeServer","false"
"contentserver","454","tcp","ContentServer","false"
"contentserver","454","udp","ContentServer","false"
"creativepartnr","455","tcp","CreativePartnr","false"
"creativepartnr","455","udp","CreativePartnr","false"
"macon-tcp","456","tcp","macon-tcp","false"
"macon-udp","456","udp","macon-udp","false"
"scohelp","457","tcp","scohelp","false"
"scohelp","457","udp","scohelp","false"
"appleqtc","458","tcp","apple quick time","false"
"appleqtc","458","udp","apple quick time","false"
"ampr-rcmd","459","tcp","ampr-rcmd","false"
"ampr-rcmd","459","udp","ampr-rcmd","false"
"skronk","460","tcp","skronk","false"
"skronk","460","udp","skronk","false"
"datasurfsrv","461","tcp","DataRampSrv","false"
"datasurfsrv","461","udp","DataRampSrv","false"
"datasurfsrvsec","462","tcp","DataRampSrvSec","false"
"datasurfsrvsec","462","udp","DataRampSrvSec","false"
"alpes","463","tcp","alpes","false"
"alpes","463","udp","alpes","false"
"kpasswd","464","tcp","kpasswd","false"
"kpasswd","464","udp","kpasswd","false"
"urd","465","tcp","URL Rendezvous Directory for SSM","false"
"submissions","465","tcp","Message Submission over TLS protocol","false"
"igmpv3lite","465","udp","IGMP over UDP for SSM","false"
"digital-vrc","466","tcp","digital-vrc","false"
"digital-vrc","466","udp","digital-vrc","false"
"mylex-mapd","467","tcp","mylex-mapd","false"
"mylex-mapd","467","udp","mylex-mapd","false"
"photuris","468","tcp","proturis","false"
"photuris","468","udp","proturis","false"
"rcp","469","tcp","Radio Control Protocol","false"
"rcp","469","udp","Radio Control Protocol","false"
"scx-proxy","470","tcp","scx-proxy","false"
"scx-proxy","470","udp","scx-proxy","false"
"mondex","471","tcp","Mondex","false"
"mondex","471","udp","Mondex","false"
"ljk-login","472","tcp","ljk-login","false"
"ljk-login","472","udp","ljk-login","false"
"hybrid-pop","473","tcp","hybrid-pop","false"
"hybrid-pop","473","udp","hybrid-pop","false"
"tn-tl-w1","474","tcp","tn-tl-w1","false"
"tn-tl-w2","474","udp","tn-tl-w2","false"
"tcpnethaspsrv","475","tcp","tcpnethaspsrv","false"
"tcpnethaspsrv","475","udp","tcpnethaspsrv","false"
"tn-tl-fd1","476","tcp","tn-tl-fd1","false"
"tn-tl-fd1","476","udp","tn-tl-fd1","false"
"ss7ns","477","tcp","ss7ns","false"
"ss7ns","477","udp","ss7ns","false"
"spsc","478","tcp","spsc","false"
"spsc","478","udp","spsc","false"
"iafserver","479","tcp","iafserver","false"
"iafserver","479","udp","iafserver","false"
"iafdbase","480","tcp","iafdbase","false"
"iafdbase","480","udp","iafdbase","false"
"ph","481","tcp","Ph service","false"
"ph","481","udp","Ph service","false"
"bgs-nsi","482","tcp","bgs-nsi","false"
"bgs-nsi","482","udp","bgs-nsi","false"
"ulpnet","483","tcp","ulpnet","false"
"ulpnet","483","udp","ulpnet","false"
"integra-sme","484","tcp","Integra Software Management Environment","false"
"integra-sme","484","udp","Integra Software Management Environment","false"
"powerburst","485","tcp","Air Soft Power Burst","false"
"powerburst","485","udp","Air Soft Power Burst","false"
"avian","486","tcp","avian","false"
"avian","486","udp","avian","false"
"saft","487","tcp","saft Simple Asynchronous File Transfer","false"
"saft","487","udp","saft Simple Asynchronous File Transfer","false"
"gss-http","488","tcp","gss-http","false"
"gss-http","488","udp","gss-http","false"
"nest-protocol","489","tcp","nest-protocol","false"
"nest-protocol","489","udp","nest-protocol","false"
"micom-pfs","490","tcp","micom-pfs","false"
"micom-pfs","490","udp","micom-pfs","false"
"go-login","491","tcp","go-login","false"
"go-login","491","udp","go-login","false"
"ticf-1","492","tcp","Transport Independent Convergence for FNA","false"
"ticf-1","492","udp","Transport Independent Convergence for FNA","false"
"ticf-2","493","tcp","Transport Independent Convergence for FNA","false"
"ticf-2","493","udp","Transport Independent Convergence for FNA","false"
"pov-ray","494","tcp","POV-Ray","false"
"pov-ray","494","udp","POV-Ray","false"
"intecourier","495","tcp","intecourier","false"
"intecourier","495","udp","intecourier","false"
"pim-rp-disc","496","tcp","PIM-RP-DISC","false"
"pim-rp-disc","496","udp","PIM-RP-DISC","false"
"retrospect","497","tcp","Retrospect backup and restore service","false"
"retrospect","497","udp","Retrospect backup and restore service","false"
"siam","498","tcp","siam","false"
"siam","498","udp","siam","false"
"iso-ill","499","tcp","ISO ILL Protocol","false"
"iso-ill","499","udp","ISO ILL Protocol","false"
"isakmp","500","tcp","isakmp","false"
"isakmp","500","udp","isakmp","false"
"stmf","501","tcp","STMF","false"
"stmf","501","udp","STMF","false"
"mbap","502","tcp","Modbus Application Protocol","false"
"mbap","502","udp","Modbus Application Protocol","false"
"intrinsa","503","tcp","Intrinsa","false"
"intrinsa","503","udp","Intrinsa","false"
"citadel","504","tcp","citadel","false"
"citadel","504","udp","citadel","false"
"mailbox-lm","505","tcp","mailbox-lm","false"
"mailbox-lm","505","udp","mailbox-lm","false"
"ohimsrv","506","tcp","ohimsrv","false"
"ohimsrv","506","udp","ohimsrv","false"
"crs","507","tcp","crs","false"
"crs","507","udp","crs","false"
"xvttp","508","tcp","xvttp","false"
"xvttp","508","udp","xvttp","false"
"snare","509","tcp","snare","false"
"snare","509","udp","snare","false"
"fcp","510","tcp","FirstClass Protocol","false"
"fcp","510","udp","FirstClass Protocol","false"
"passgo","511","tcp","PassGo","false"
"passgo","511","udp","PassGo","false"
"exec","512","tcp","remote process execution; authentication performed using passwords and UNIX login names","false"
"comsat","512","udp","","false"
"biff","512","udp","used by mail system to notify users of new mail received; currently receives messages only from processes on the same machine","false"
